RefDes,MPN,Package,Pin,Pin_Name,Direction,RevA_Net,Disposition,Required_Network,Authority,Notes
J12,MEM2052-00-195-00-A,microSD_push-push_1.95mm_8P_CD,8,DAT1,BIDIR,SD_D1,SOCKET_CONTACT_LOCKED,Exact mate of U12 contact 8; connector-side ESD and support network remain MAIN-AUTH-010,GCT_MEM2052_official_product_data,Mechanical access and orientation remain MAIN-AUTH-011
J12,MEM2052-00-195-00-A,microSD_push-push_1.95mm_8P_CD,CD,CARD_DETECT,OUTPUT,SD_DET,DETECT_CONTACT_LOCKED,Normally-open card-detect switch closes SD_DET to grounded shell/common when a card is fully inserted; pull debounce and protection remain MAIN-AUTH-010,GCT_MEM2052_official_product_data,STM32 PC13 pin 7 is a slow GPIO input
J12,MEM2052-00-195-00-A,microSD_push-push_1.95mm_8P_CD,SHIELD,SHELL,GND,GND,SHIELD_GROUND_LOCKED,All shell and retention tabs join board ground with local stitching; precise via pattern remains MAIN-AUTH-011,GCT_MEM2052_official_product_data,No shell tab is used as an independent signal
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A1,GND,POWER,GND,USB_GROUND_LOCKED,Direct ground return adjacent to receptacle; exact via pattern remains MAIN-AUTH-011,GCT_USB4105_official_product_data,USB2 device-only service port
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A4,VBUS,POWER_IN,USB_VBUS_CONN,USB_VBUS_CONTACT_LOCKED,Join all four VBUS contacts locally; protected high-impedance sense only to U1 PA9 pin 68; no station power path,GCT_USB4105_plus_USB_Type-C_specification,Exact protection and divider RefDes MPN remain MAIN-AUTH-010
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A5,CC1,INPUT,USB_CC1,USB_CC_CONTACT_LOCKED,Independent USB device-mode Rd nominal 5.1 kOhm to GND; do not short CC1 to CC2,GCT_USB4105_plus_USB_Type-C_specification,Exact resistor RefDes MPN remains MAIN-AUTH-010
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A6,D+,BIDIR,USB_DP,USB_DATA_CONTACT_LOCKED,Join only with B6 at connector then route as USB2 pair to U1 PA12 pin 71; ESD and series elements remain MAIN-AUTH-010,GCT_USB4105_plus_USB_Type-C_specification,No routing to U11 BLE or U8 cellular modem
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A7,D-,BIDIR,USB_DM,USB_DATA_CONTACT_LOCKED,Join only with B7 at connector then route as USB2 pair to U1 PA11 pin 70; ESD and series elements remain MAIN-AUTH-010,GCT_USB4105_plus_USB_Type-C_specification,No routing to U11 BLE or U8 cellular modem
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A8,SBU1,NC,NC,SBU_NO_CONNECT,No electrical connection,GCT_USB4105_plus_USB_Type-C_specification,USB2 device-only design has no SBU function
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A9,VBUS,POWER_IN,USB_VBUS_CONN,USB_VBUS_CONTACT_LOCKED,Join all four VBUS contacts locally; sense-only contract identical to A4,GCT_USB4105_plus_USB_Type-C_specification,No back-powering and no source or sink power function
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,A12,GND,POWER,GND,USB_GROUND_LOCKED,Direct ground return adjacent to receptacle; exact via pattern remains MAIN-AUTH-011,GCT_USB4105_official_product_data,USB2 device-only service port
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B1,GND,POWER,GND,USB_GROUND_LOCKED,Direct ground return adjacent to receptacle; exact via pattern remains MAIN-AUTH-011,GCT_USB4105_official_product_data,USB2 device-only service port
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B4,VBUS,POWER_IN,USB_VBUS_CONN,USB_VBUS_CONTACT_LOCKED,Join all four VBUS contacts locally; sense-only contract identical to A4,GCT_USB4105_plus_USB_Type-C_specification,No back-powering and no source or sink power function
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B5,CC2,INPUT,USB_CC2,USB_CC_CONTACT_LOCKED,Independent USB device-mode Rd nominal 5.1 kOhm to GND; do not short CC2 to CC1,GCT_USB4105_plus_USB_Type-C_specification,Exact resistor RefDes MPN remains MAIN-AUTH-010
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B6,D+,BIDIR,USB_DP,USB_DATA_CONTACT_LOCKED,Join only with A6 at connector then route as USB2 pair to U1 PA12 pin 71; ESD and series elements remain MAIN-AUTH-010,GCT_USB4105_plus_USB_Type-C_specification,No routing to U11 BLE or U8 cellular modem
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B7,D-,BIDIR,USB_DM,USB_DATA_CONTACT_LOCKED,Join only with A7 at connector then route as USB2 pair to U1 PA11 pin 70; ESD and series elements remain MAIN-AUTH-010,GCT_USB4105_plus_USB_Type-C_specification,No routing to U11 BLE or U8 cellular modem
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B8,SBU2,NC,NC,SBU_NO_CONNECT,No electrical connection,GCT_USB4105_plus_USB_Type-C_specification,USB2 device-only design has no SBU function
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B9,VBUS,POWER_IN,USB_VBUS_CONN,USB_VBUS_CONTACT_LOCKED,Join all four VBUS contacts locally; sense-only contract identical to A4,GCT_USB4105_plus_USB_Type-C_specification,No back-powering and no source or sink power function
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,B12,GND,POWER,GND,USB_GROUND_LOCKED,Direct ground return adjacent to receptacle; exact via pattern remains MAIN-AUTH-011,GCT_USB4105_official_product_data,USB2 device-only service port
J11,USB4105-GF-A-120,USB-C_16P_horizontal_top_mount_1.20mm_stake,SHIELD,SHELL,SHIELD,USB_SHIELD,USB_SHIELD_CONTACT_LOCKED,All receptacle shell stakes join USB_SHIELD; controlled chassis-to-GND bond network remains MAIN-AUTH-010 and geometry remains MAIN-AUTH-011,GCT_USB4105_official_product_data,Do not silently short USB_SHIELD to signal ground in capture
J8,U.FL-R-SMT-1(60),U.FL_SMT,1,SIGNAL,RF_BIDIR,CELL_RF_ANT,RF_CONTACT_LOCKED,Connector-side ultra-low-capacitance ESD and 50 Ohm no-stub route through the cellular matching network to U8 pad 60 CELL_RF,Hirose_U.FL-R-SMT-1_60,Exact matching and ESD RefDes MPN remain MAIN-AUTH-010; geometry remains MAIN-AUTH-011
J8,U.FL-R-SMT-1(60),U.FL_SMT,SHIELD,SHELL,GND,GND_MODEM,SHIELD_GROUND_LOCKED,Both manufacturer ground terminals and shell group connect to uninterrupted modem RF ground with via fence,Hirose_U.FL-R-SMT-1_60,Exact placement and service orientation remain MAIN-AUTH-011
J9,U.FL-R-SMT-1(60),U.FL_SMT,1,SIGNAL,RF_BIDIR,GNSS_RF_ANT_BIASED,RF_CONTACT_LOCKED,Connector-side ultra-low-capacitance ESD; 27 nH bias-T injection; 47 pF C0G DC block then populated external wideband GNSS SAW,Hirose_U.FL-R-SMT-1_60,Active-antenna DC bias shares the center conductor; cable and antenna remain separate system BOM lines
J9,U.FL-R-SMT-1(60),U.FL_SMT,SHIELD,SHELL,GND,GND,SHIELD_GROUND_LOCKED,Both manufacturer ground terminals and shell group connect to uninterrupted RF ground with via fence,Hirose_U.FL-R-SMT-1_60,Exact placement and service orientation remain MAIN-AUTH-011
J10,U.FL-R-SMT-1(60),U.FL_SMT,1,SIGNAL,RF_BIDIR,LORA_RF_ANT,RF_CONTACT_LOCKED,Connector-side ultra-low-capacitance ESD then 50 Ohm no-stub route through pi network with 0 Ohm series baseline and both shunts DNP,Hirose_U.FL-R-SMT-1_60,J10 is also the conducted-test port; no tee test point is allowed; cable and antenna are separate system BOM lines
J10,U.FL-R-SMT-1(60),U.FL_SMT,SHIELD,SHELL,GND,GND,SHIELD_GROUND_LOCKED,Both manufacturer ground terminals and shell group connect to uninterrupted RF ground with via fence,Hirose_U.FL-R-SMT-1_60,Exact placement and service orientation remain MAIN-AUTH-011
J13,504050-0291,Pico-Lock_1.5mm_2P_RA_SMT,1,TAMPER,INPUT,TAMPER_IN,TAMPER_CONTACT_LOCKED,Normally-closed external tamper loop to J13 pin 2 while enclosure is secure; open circuit means alarm or cable fault; pull debounce and ESD remain MAIN-AUTH-010,Molex_5040500291_official_product_data,Exact MCU endpoint is U1 PC7 pin 64 EXTI7
J13,504050-0291,Pico-Lock_1.5mm_2P_RA_SMT,2,RETURN,POWER,GND,TAMPER_RETURN_LOCKED,Direct tamper-loop ground return,Molex_5040500291_official_product_data,Mating housing 504051-0201 and terminal 504052-0098
TP_MCU_SWD,TEST_PADS,POGO_FIXTURE_5P,1,VTREF,SENSE,3V3_DIGITAL,FIXTURE_CONTACT_LOCKED,Fixture senses DUT target voltage and must never source station power,STM32U585_datasheet_plus_project_DFT,Separate from TP_BLE_SWD
TP_MCU_SWD,TEST_PADS,POGO_FIXTURE_5P,2,SWDIO,BIDIR,SWDIO,FIXTURE_CONTACT_LOCKED,Direct controlled recovery contact to U1 PA13 pin 72; exact protection remains MAIN-AUTH-010,STM32U585_datasheet_plus_project_DFT,No shared contact or net with NRF_SWDIO
TP_MCU_SWD,TEST_PADS,POGO_FIXTURE_5P,3,SWCLK,INPUT,SWCLK,FIXTURE_CONTACT_LOCKED,Direct controlled recovery contact to U1 PA14 pin 76; exact protection remains MAIN-AUTH-010,STM32U585_datasheet_plus_project_DFT,No shared contact or net with NRF_SWCLK
TP_MCU_SWD,TEST_PADS,POGO_FIXTURE_5P,4,NRST,BIDIR,NRST,FIXTURE_CONTACT_LOCKED,Direct controlled recovery contact to U1 package pin 14; normal reset network remains MAIN-AUTH-010,STM32U585_datasheet_plus_project_DFT,Fixture releases high impedance outside reset operations
TP_MCU_SWD,TEST_PADS,POGO_FIXTURE_5P,5,GND,POWER,GND,FIXTURE_GROUND_LOCKED,Ground contact mates before active fixture signals,STM32U585_datasheet_plus_project_DFT,Exact pad order coordinates and pitch remain MAIN-AUTH-011
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,1,GND,POWER,GND,FIXTURE_GROUND_LOCKED,Common digital fixture return,Project_EOL_DFT_contract,Exact pad order coordinates and pitch remain MAIN-AUTH-011
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,2,VTREF_3V3,SENSE,3V3_DIGITAL,FIXTURE_SENSE_LOCKED,High-impedance voltage sense only; fixture must never source this rail,Project_EOL_DFT_contract,Used to qualify digital rail before driving UART or boot controls
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,3,VSENSE_3V8,SENSE,3V8_MODEM,FIXTURE_SENSE_LOCKED,High-impedance voltage sense only; fixture must never source this rail,Project_EOL_DFT_contract,Power accuracy and modem-state coverage
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,4,VSENSE_1V8,SENSE,1V8_MIC,FIXTURE_SENSE_LOCKED,High-impedance voltage sense only; fixture must never source this rail,Project_EOL_DFT_contract,Microphone-domain power coverage
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,5,DUT_TX,OUTPUT,TEST_UART_TX,FIXTURE_CONTACT_LOCKED,Direct from U1 PC1 pin 16 LPUART1_TX to fixture input; exact series protection remains MAIN-AUTH-010,STM32U585_datasheet_plus_project_EOL,Direction is named at DUT
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,6,DUT_RX,INPUT,TEST_UART_RX,FIXTURE_CONTACT_LOCKED,Fixture output to U1 PC0 pin 15 LPUART1_RX; fixture is high impedance until VTREF is valid,STM32U585_datasheet_plus_project_EOL,Direction is named at DUT
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,7,PWR_GOOD,SENSE,PWR_GOOD,FIXTURE_SENSE_LOCKED,High-impedance observation only; do not drive the inter-board state line,Project_EOL_DFT_contract,Validates PCB-PWR sequencing
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,8,FAULT,SENSE,FAULT,FIXTURE_SENSE_LOCKED,High-impedance observation only; do not drive the inter-board fault line,Project_EOL_DFT_contract,Known-fault coverage remains a physical test requirement
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,9,BOOT0,INPUT,BOOT0,FIXTURE_CONTROL_LOCKED,Controlled recovery drive to U1 PH3-BOOT0 pin 94 only while reset is asserted; high impedance for normal boot,ST_AN2606_plus_STM32U585_datasheet,Normal-state strap components remain MAIN-AUTH-010
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,10,REV0,SENSE,REV_STRAP0,FIXTURE_SENSE_LOCKED,High-impedance read of U1 PB8 pin 95 hardware-revision strap,Project_EOL_DFT_contract,Fixture must not alter the strap state
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,11,REV1,SENSE,REV_STRAP1,FIXTURE_SENSE_LOCKED,High-impedance read of U1 PB9 pin 96 hardware-revision strap,Project_EOL_DFT_contract,Fixture must not alter the strap state
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,12,I2C_SCL,BIDIR_OD,I2C2_SCL,FIXTURE_BUS_LOCKED,Guarded open-drain service access to U1 PB13 pin 52 and INA226 bus; fixture adds no pull-up unless separately enabled,Project_EOL_DFT_contract,Provides direct current-monitor calibration and readback
TP_EOL,TEST_PADS,POGO_FIXTURE_13P,13,I2C_SDA,BIDIR_OD,I2C2_SDA,FIXTURE_BUS_LOCKED,Guarded open-drain service access to U1 PB14 pin 53 and INA226 bus; fixture adds no pull-up unless separately enabled,Project_EOL_DFT_contract,Provides direct current-monitor calibration and readback
TP_CELL_USB,TEST_PADS,POGO_FIXTURE_4P,1,HOST_VBUS,POWER_IN,CELL_USB_VBUS,FIXTURE_CONTACT_LOCKED,Fixture-controlled USB VBUS to U8 pad 8 only; never join J11 USB_VBUS_CONN or any station rail; exact protection remains MAIN-AUTH-010,Quectel_BG95_HW_Design_v1.6,Recovery fixture is isolated from the STM32 USB-C service port
TP_CELL_USB,TEST_PADS,POGO_FIXTURE_4P,2,USB_DP,BIDIR,CELL_USB_DP,FIXTURE_CONTACT_LOCKED,90 Ohm differential fixture pair to U8 pad 9; never join J11 USB_DP,Quectel_BG95_HW_Design_v1.6,Exact series and ESD components remain MAIN-AUTH-010
TP_CELL_USB,TEST_PADS,POGO_FIXTURE_4P,3,USB_DM,BIDIR,CELL_USB_DM,FIXTURE_CONTACT_LOCKED,90 Ohm differential fixture pair to U8 pad 10; never join J11 USB_DM,Quectel_BG95_HW_Design_v1.6,Exact series and ESD components remain MAIN-AUTH-010
TP_CELL_USB,TEST_PADS,POGO_FIXTURE_4P,4,GND,POWER,GND_MODEM,FIXTURE_GROUND_LOCKED,Dedicated modem ground reference,Quectel_BG95_HW_Design_v1.6,Exact contact placement remains MAIN-AUTH-011
TP_CELL_DBG,TEST_PADS,POGO_FIXTURE_5P,1,VREF_1V8,SENSE,U8_VDD_EXT_1V8,FIXTURE_SENSE_LOCKED,High-impedance sense only from U8 pad 29; fixture must never source VDD_EXT,Quectel_BG95_HW_Design_v1.6,Confirms modem I/O domain before debug access
TP_CELL_DBG,TEST_PADS,POGO_FIXTURE_5P,2,DUT_TX,OUTPUT,CELL_DBG_TXD_1V8,FIXTURE_CONTACT_LOCKED,Direct from U8 pad 23 to 1.8 V tolerant fixture input; exact protection remains MAIN-AUTH-010,Quectel_BG95_HW_Design_v1.6,Direction is named at DUT
TP_CELL_DBG,TEST_PADS,POGO_FIXTURE_5P,3,DUT_RX,INPUT,CELL_DBG_RXD_1V8,FIXTURE_CONTACT_LOCKED,1.8 V fixture output to U8 pad 22; fixture high impedance until VREF_1V8 is valid,Quectel_BG95_HW_Design_v1.6,Direction is named at DUT
TP_CELL_DBG,TEST_PADS,POGO_FIXTURE_5P,4,USB_BOOT,INPUT,CELL_USB_BOOT_1V8,FIXTURE_CONTROL_LOCKED,Normally held LOW by board network; fixture may apply a current-limited 1.8 V HIGH only for the documented USB recovery power-on sequence and is high impedance otherwise,Quectel_BG95_HW_Design_v1.6,Exact normal-state pull RefDes and MPN remain MAIN-AUTH-010
TP_CELL_DBG,TEST_PADS,POGO_FIXTURE_5P,5,GND,POWER,GND_MODEM,FIXTURE_GROUND_LOCKED,Dedicated modem ground reference,Quectel_BG95_HW_Design_v1.6,Exact contact placement remains MAIN-AUTH-011
