RefDes,MPN,Package,Pin,Pin_Name,Direction,RevA_Net,Disposition,Required_Network,Authority,Notes
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,11,P0.02/AIN0,DIGITAL_IO_ANALOG,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and analog input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,12,P0.31/AIN7,DIGITAL_IO_ANALOG,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and analog input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,13,P0.28/AIN4,DIGITAL_IO_ANALOG,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and analog input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,14,P0.30/AIN6,DIGITAL_IO_ANALOG,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and analog input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,15,GND,POWER,GND,GROUND_LOCKED,Direct low-impedance ground with adjacent stitching vias; preserve the Raytac land pattern,Raytac_MDBT50Q-P1MV2_Ver.L,Module ground pad
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,16,P0.27,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,17,P0.00/XL1,DIGITAL_IO_ANALOG,NC,LFCLK_RC_GPIO_NC,No copper connection and explicit no-connect marker; external 32.768 kHz crystal and load capacitors are not fitted,Raytac_MDBT50Q-P1MV2_Ver.L,Firmware uses the internal calibrated LFRC source
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,18,P0.01/XL2,DIGITAL_IO_ANALOG,NC,LFCLK_RC_GPIO_NC,No copper connection and explicit no-connect marker; external 32.768 kHz crystal and load capacitors are not fitted,Raytac_MDBT50Q-P1MV2_Ver.L,Firmware uses the internal calibrated LFRC source
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,19,P0.26,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,20,P0.04/AIN2,DIGITAL_IO_ANALOG,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused GPIO and analog input
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,21,P0.05/AIN3,DIGITAL_IO_ANALOG,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused GPIO and analog input
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,22,P0.06,OUTPUT,BLE_RX,FUNCTION_LOCKED,Populated 22 Ohm source-series tuning position at U11; terminates at STM32 PB11 USART3_RX; no external pull,Raytac_MDBT50Q-P1MV2_Ver.L,nRF UARTE TX endpoint
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,23,P0.07/TRACECLK,DIGITAL_IO_TRACE,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,UART hardware flow control is not used
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,24,P0.08,INPUT,BLE_TX,FUNCTION_LOCKED,Populated 22 Ohm source-series tuning position at STM32 PB10; terminates at U11 UARTE RX; no external pull,Raytac_MDBT50Q-P1MV2_Ver.L,nRF UARTE RX endpoint
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,25,P1.08,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,26,P1.09/TRACEDATA3,DIGITAL_IO_TRACE,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused trace-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,27,P0.11/TRACEDATA2,DIGITAL_IO_TRACE,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused trace-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,28,VDD,POWER,3V3_DIGITAL,SUPPLY_LOCKED,Direct tie to VDDH pad 30 and 3V3_DIGITAL; local 100 nF plus 10 uF ceramic decoupling,Raytac_MDBT50Q-P1MV2_Ver.L,Normal-voltage mode below 3.6 V
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,29,P0.12/TRACEDATA1,DIGITAL_IO_TRACE,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused trace-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,30,VDDH,POWER,3V3_DIGITAL,SUPPLY_LOCKED,Direct tie to VDD pad 28 and 3V3_DIGITAL; do not use high-voltage Reg0 input mode,Raytac_MDBT50Q-P1MV2_Ver.L,Normal-voltage mode below 3.6 V
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,31,DCCH,POWER_OUTPUT,NC,REG0_OUTPUT_NC,No copper connection and explicit no-connect marker; Reg0 DC/DC is disabled,Raytac_MDBT50Q-P1MV2_Ver.L,Rev.A uses the Raytac normal-voltage reference circuit
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,32,VBUS,POWER_INPUT,NC,USB_INPUT_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,PCB-MAIN USB-C belongs to STM32 and is not connected to U11
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,33,GND,POWER,GND,GROUND_LOCKED,Direct low-impedance ground with adjacent stitching vias; preserve the Raytac land pattern,Raytac_MDBT50Q-P1MV2_Ver.L,Module ground pad
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,34,D-,USB_BIDIR,NC,USB_DATA_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,nRF USB is not used in Rev.A
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,35,D+,USB_BIDIR,NC,USB_DATA_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,nRF USB is not used in Rev.A
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,36,P0.14,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,37,P0.13,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,38,P0.16,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,39,P0.15,INPUT,BLE_DFU_REQ,BOOT_REQUEST_LOCKED,10 kOhm pull-up to 3V3_DIGITAL; direct STM32 PB2 open-drain request; LOW only for controlled DFU/recovery and high-impedance otherwise,Raytac_MDBT50Q-P1MV2_Ver.L,nRF bootloader samples active-LOW request during controlled reset release
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,40,P0.18/nRESET,INPUT,NRF_RESET_N,RESET_LOCKED,10 kOhm pull-up to 3V3_DIGITAL plus non-inverting open-drain reset buffer from BLE_EN; buffer input has 100 kOhm pull-down,Raytac_MDBT50Q-P1MV2_Ver.L,BLE_EN LOW or STM32 reset holds U11 reset; BLE_EN HIGH releases nRESET
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,41,P0.17,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,42,P0.19,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,43,P0.21,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,44,P0.20,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,45,P0.23,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused QSPI-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,46,P0.22,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused QSPI-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,47,P1.00/TRACEDATA0,DIGITAL_IO_TRACE,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused QSPI and trace-capable GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,48,P0.24,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,49,P0.25,DIGITAL_IO,NC,UNUSED_IO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,Unused general-purpose GPIO
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,50,P1.02,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,51,SWDIO,DEBUG_BIDIR,NRF_SWDIO,DEBUG_LOCKED,Direct short route to TP_BLE_SWD contact 2; no pull-up or pull-down; never share with STM32 SWD,Raytac_MDBT50Q-P1MV2_Ver.L,nRF52840 programming and recovery data
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,52,P0.09/NFC1,DIGITAL_IO_NFC,NC,UNUSED_NFC_GPIO_NC,No copper connection and explicit no-connect marker; no NFC antenna or tuning network,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and NFC input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,53,SWDCLK,DEBUG_INPUT,NRF_SWCLK,DEBUG_LOCKED,Direct short route to TP_BLE_SWD contact 3; no pull-up or pull-down; never share with STM32 SWD,Raytac_MDBT50Q-P1MV2_Ver.L,nRF52840 programming and recovery clock
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,54,P0.10/NFC2,DIGITAL_IO_NFC,NC,UNUSED_NFC_GPIO_NC,No copper connection and explicit no-connect marker; no NFC antenna or tuning network,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO and NFC input are unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,55,GND,POWER,GND,GROUND_LOCKED,Direct low-impedance ground with adjacent stitching vias; preserve the Raytac land pattern,Raytac_MDBT50Q-P1MV2_Ver.L,Module ground pad
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,56,P1.04,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,57,P1.06,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,58,P1.07,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,59,P1.05,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,60,P1.03,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
U11,MDBT50Q-P1MV2,nRF52840_SMD_10.5x15.5_61P_PCB_antenna,61,P1.01,DIGITAL_IO,NC,UNUSED_LOW_FREQ_GPIO_NC,No copper connection and explicit no-connect marker,Raytac_MDBT50Q-P1MV2_Ver.L,RF-adjacent standard-drive low-frequency-only GPIO is unused
TP_BLE_SWD,TEST_PADS,POGO_FIXTURE_4P,1,VTREF,POWER_SENSE,3V3_DIGITAL,FIXTURE_CONTACT_LOCKED,High-impedance debugger voltage-reference sense from the U11 rail; never source station power through this contact,Raytac_nRF52840_programming_requirement,Separate nRF SWD fixture contact group
TP_BLE_SWD,TEST_PADS,POGO_FIXTURE_4P,2,SWDIO,DEBUG_BIDIR,NRF_SWDIO,FIXTURE_CONTACT_LOCKED,Direct short route to U11 pad 51; no shared contact or net with STM32 SWDIO,Raytac_nRF52840_programming_requirement,Separate nRF SWD fixture contact group
TP_BLE_SWD,TEST_PADS,POGO_FIXTURE_4P,3,SWDCLK,DEBUG_INPUT,NRF_SWCLK,FIXTURE_CONTACT_LOCKED,Direct short route to U11 pad 53; no shared contact or net with STM32 SWCLK,Raytac_nRF52840_programming_requirement,Separate nRF SWD fixture contact group
TP_BLE_SWD,TEST_PADS,POGO_FIXTURE_4P,4,GND,POWER,GND,FIXTURE_GROUND_LOCKED,Direct short ground reference adjacent to SWDIO and SWDCLK fixture contacts,Raytac_nRF52840_programming_requirement,Exact test-pad coordinates and fixture envelope remain MAIN-AUTH-011
